artists,track_name,popularity,duration_ms,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Kina Grannis,Creep,58,234135,0.585,0.103,-12.682,0.0309,0.801,0,0.126,0.179,133.057,4
Todd Carey;Ariza;Chuck Leavell,Higher Love,30,173250,0.578,0.763,-4.824,0.0998,0.0916,2.80E-06,0.0743,0.394,96.808,4
YUZU,Hyouriittai,52,336619,0.223,0.891,-3.626,0.138,0.325,0,0.287,0.333,159.888,4
Canyon City,How Long Will I Love You,55,144830,0.382,0.157,-16.157,0.0361,0.878,0.000473,0.112,0.224,136.11,4
Zack Tabudlo,Binibini,67,221538,0.642,0.374,-10.606,0.032,0.423,1.54E-06,0.435,0.0979,129.863,4
Aron Wright,You Were Supposed to Be Different,45,192972,0.436,0.239,-12.83,0.0282,0.861,8.48E-05,0.0902,0.137,73.761,4
Boyce Avenue,Thinking out Loud,56,278640,0.702,0.326,-6.638,0.0272,0.705,0,0.168,0.628,79.904,4
Jonah Baker,Perfect / Style,37,212864,0.593,0.292,-12.755,0.0364,0.828,0,0.174,0.375,111.121,4
The Civil Wars,Poison & Wine,54,219466,0.285,0.186,-12.729,0.0288,0.76,7.30E-05,0.104,0.203,153.848,4
Howie Day,Collide,66,249120,0.636,0.625,-7.895,0.0277,0.222,5.35E-05,0.119,0.342,93.931,4
Ingrid Michaelson,You And I,63,148400,0.698,0.285,-7.632,0.0553,0.927,0,0.0883,0.53,135.027,4
Zack Tabudlo;Billkin,Give Me Your Forever (ft. Billkin),58,244800,0.601,0.439,-7.589,0.0269,0.0642,0,0.0942,0.275,99.976,4
Landon Pigg,Falling in Love at a Coffee Shop,55,270840,0.332,0.298,-14.174,0.0569,0.875,0.00784,0.114,0.243,83.555,4
Anna Nalick,Breathe (2 AM),65,279826,0.386,0.452,-7.715,0.0278,0.417,0,0.0881,0.287,169.837,3
Zack Tabudlo,Habang Buhay,69,244067,0.62,0.668,-5.719,0.0305,0.088,0,0.362,0.183,118.013,4
Jonah Baker,Beautiful Soul,44,214738,0.394,0.281,-11.12,0.0414,0.826,0,0.0854,0.485,90.044,4
Ben Woodward,Bulletproof,39,207677,0.59,0.552,-10.496,0.0407,0.654,0.000359,0.128,0.635,155.101,5
Andrew Belle,Spectrum,54,265506,0.539,0.717,-7.385,0.031,0.000298,0.111,0.125,0.212,117.973,4
Jonah Baker,Girls Like You - Acoustic Version,44,188494,0.543,0.138,-14.331,0.0531,0.791,0,0.185,0.3,115.65,4
Zack Tabudlo,Nangangamba,70,210354,0.62,0.547,-6.772,0.0248,0.112,0,0.19,0.208,98.032,4
Us The Duo,Better Together,64,200706,0.761,0.311,-10.597,0.0692,0.647,0,0.15,0.553,109.891,4
Andrew Foy;Renee Foy,Heartbreak Anniversary,40,199256,0.674,0.122,-17.963,0.0427,0.882,0,0.139,0.339,130.014,4
Tyler Ward;Karis;Ray Lorraine,One More Time Around,47,205666,0.429,0.358,-9.076,0.0346,0.614,0,0.0875,0.187,134.279,4
A Great Big World,Say Something,40,229573,0.456,0.101,-11.75,0.038,0.876,1.74E-06,0.0776,0.155,139.896,3
Zack Tabudlo,Heart Can’t Lose,55,240952,0.647,0.567,-8.971,0.0328,0.0318,0,0.133,0.374,125.871,4
Donovan Woods;Tenille Townes,I Ain't Ever Loved No One - Acoustic,57,199594,0.322,0.213,-14.915,0.0318,0.611,0,0.113,0.16,160.389,4
Ray LaMontagne,Empty,48,317280,0.482,0.381,-13.93,0.0311,0.455,0.00295,0.114,0.42,81.712,4
Megan Davies,"See You Again, Love Me Like You Do, Sugar - Acoustic Mashup",54,231965,0.393,0.207,-11.865,0.0392,0.877,0,0.104,0.262,163.99,4
Tim Halperin,The Reason,53,200800,0.423,0.207,-8.811,0.0289,0.887,0,0.0948,0.209,149.664,4
Canyon City,Fix You,60,261665,0.522,0.152,-14.996,0.0303,0.788,2.37E-05,0.148,0.133,144.055,4
JJ Heller,Hand to Hold,54,231605,0.547,0.313,-7.982,0.0315,0.612,7.97E-06,0.111,0.261,133.737,4
Ray LaMontagne,Hold You in My Arms,62,306200,0.504,0.321,-13.807,0.0316,0.149,0.000107,0.147,0.577,170.134,3
Us The Duo,One Last Dance,51,224847,0.466,0.161,-14.498,0.0492,0.979,0.000238,0.231,0.171,139.167,3
Boyce Avenue;Megan Nicole,Heaven,61,250063,0.619,0.28,-10.238,0.0317,0.73,0,0.103,0.292,129.948,4
Joshua Hyslop,The Spark - Bonus Track,51,201933,0.596,0.429,-10.16,0.0377,0.775,0.0107,0.0962,0.229,148.086,4
Drew Holcomb & The Neighbors,American Beauty,63,158013,0.645,0.169,-15.744,0.0317,0.844,0.00019,0.109,0.178,167.826,4
Ray LaMontagne,Such A Simple Thing,65,296386,0.522,0.256,-11.216,0.0258,0.86,0.000806,0.142,0.13,76.349,4
Amos Lee,Colors,64,160453,0.681,0.168,-13.397,0.0291,0.793,0.000134,0.109,0.29,128.615,4
Boyce Avenue,Someone You Loved,57,182442,0.736,0.364,-5.966,0.0349,0.741,0,0.0932,0.371,110.023,4
Jason Mraz;Meghan Trainor,More Than Friends (feat. Meghan Trainor),54,181360,0.451,0.528,-6.984,0.0364,0.366,0,0.0811,0.527,139.28,5
Days N Daze,Flurry Rush,37,169318,0.371,0.674,-3.72,0.0488,0.169,0,0.0889,0.92,87.603,4
Sara Bareilles,I Choose You,63,218573,0.731,0.572,-7.889,0.0445,0.105,0.00012,0.133,0.947,154.038,4
Mindy Gledhill,I Do Adore,53,149160,0.69,0.334,-5.626,0.066,0.947,0,0.0895,0.8,74.721,4
Dave Barnes,I'll Be Home For Christmas,0,183293,0.594,0.307,-13.062,0.0249,0.796,0.0414,0.15,0.24,94.026,3
Get Dead,Fuck You,36,169266,0.608,0.917,-5.341,0.0601,0.236,0,0.13,0.936,117.875,4
Albert King,Christmas Comes But Once A Year,0,272640,0.687,0.494,-9.421,0.0505,0.324,5.50E-05,0.0867,0.621,93.269,1
Albert King,Christmas Comes But Once A Year,0,272640,0.687,0.494,-9.421,0.0505,0.324,5.50E-05,0.0867,0.621,93.269,1
John Adams,If I Ain't Got You - Acoustic,55,176509,0.652,0.15,-12.699,0.0363,0.923,0,0.102,0.361,104.018,3
John Adams,Believe - Acoustic,57,179886,0.765,0.241,-8.865,0.0373,0.873,0,0.111,0.182,123.95,4
Adam Christopher,Iris - Acoustic,54,184200,0.589,0.249,-10.086,0.0329,0.717,0,0.106,0.363,150.096,3
Motohiro Hata,Rain - Long Ver.,44,447306,0.588,0.604,-7.602,0.024,0.343,6.86E-05,0.252,0.351,92.02,4
Aoi Teshima,C'est si bon,51,108346,0.735,0.203,-13.237,0.0539,0.854,0.00164,0.105,0.479,113.913,4
Jonah Baker,Baby (Acoustic Version),42,160768,0.655,0.147,-14.409,0.0371,0.88,0,0.266,0.328,116.103,4
YUZU,Reason,47,304320,0.363,0.819,-3.128,0.0634,0.0591,0,0.0988,0.468,122.527,4
Boyce Avenue;Emma Heesters,I Like Me Better,54,201508,0.473,0.263,-8.609,0.033,0.814,0,0.142,0.315,87.145,4
Zack Tabudlo,Asan Ka Na Ba,73,241132,0.676,0.768,-5.695,0.0294,0.149,0.00147,0.345,0.493,105.999,4
Boyce Avenue,A Thousand Years,56,263710,0.41,0.221,-11.673,0.0315,0.768,0,0.106,0.228,139.529,3
Thomas Daniel,drivers license,56,246345,0.439,0.217,-13.166,0.0413,0.933,0,0.126,0.373,144.413,4
Jason Mraz,Love Someone,59,257173,0.582,0.347,-14.769,0.0305,0.317,0.00678,0.111,0.0797,97.957,4
Jae Hall,The Winner Takes It All - Acoustic,57,159012,0.426,0.127,-13.287,0.0648,0.863,4.30E-06,0.0993,0.149,62.535,5
Aaron Espe,Only Time,56,178546,0.696,0.261,-12.107,0.0361,0.737,1.24E-05,0.11,0.361,136.053,3
A Fine Frenzy,Almost Lover,57,268800,0.549,0.24,-7.778,0.0338,0.947,0,0.106,0.167,119.58,4
Roses & Frey,Dance Monkey,51,197850,0.541,0.192,-13.995,0.0282,0.893,0,0.193,0.317,139.938,4
Parachute,Ocean,48,222400,0.662,0.711,-4.924,0.0279,0.0686,1.17E-05,0.085,0.352,119.989,4
Kina Grannis,Dream a Little Dream of Me,52,142379,0.665,0.185,-13.852,0.0381,0.913,0,0.334,0.458,82.474,4
The Mayries,Back For Good,54,194667,0.591,0.175,-12.959,0.038,0.927,0,0.133,0.352,139.902,4
Canyon City,OK,55,212400,0.489,0.183,-14.769,0.033,0.907,3.95E-05,0.106,0.486,79.961,4
Andrew Foy;Renee Foy,Just The Two Of Us,41,196304,0.618,0.083,-23.665,0.057,0.745,0.000123,0.146,0.597,90.865,4
Boyce Avenue,Hey There Delilah,49,230868,0.664,0.319,-8.149,0.0271,0.862,0,0.121,0.258,105.036,4
Andrew Foy;Renee Foy,Arcade,37,186738,0.408,0.266,-12.9,0.0404,0.875,0.000498,0.104,0.35,143.651,4
Kina Grannis,Yellow,52,193536,0.623,0.132,-13.668,0.035,0.893,0,0.217,0.266,82.105,4
Roses & Frey,Wake Me Up,58,196819,0.494,0.214,-11.041,0.0363,0.92,1.07E-05,0.107,0.35,125.981,3
Aidan Hawken,Walking Blind,48,201440,0.374,0.183,-13.225,0.0281,0.897,0.0387,0.109,0.134,82.042,4
Jon Bryant,Headphones,56,204998,0.559,0.455,-8.937,0.0306,0.421,2.08E-06,0.103,0.396,159.985,4
The Rescues,Teenage Dream,46,219093,0.642,0.408,-8.168,0.0396,0.729,0,0.185,0.411,119.81,4
Ivan & Alyosha,The Worth Of The Wait,55,171800,0.48,0.618,-7.335,0.0501,0.844,8.93E-05,0.325,0.344,82.051,4
Kina Grannis,Can't Help Falling In Love - Piano Version,54,211624,0.271,0.0937,-15.035,0.0367,0.939,0,0.108,0.147,164.721,5
Austin Plaine,Never Come Back Again,57,196240,0.594,0.695,-8.872,0.0259,0.19,3.58E-06,0.119,0.172,104.977,4
Chord Overstreet,Love You To Death,49,199459,0.574,0.344,-8.995,0.0345,0.421,0,0.0804,0.0987,147.924,3
Plamina,Someone You Loved - Acoustic,55,169253,0.647,0.298,-7.91,0.0311,0.861,0,0.12,0.31,106.244,4
Kina Grannis;Imaginary Future,What a Wonderful World,51,137066,0.486,0.0399,-21.56,0.0405,0.953,8.74E-06,0.115,0.155,95.066,3
Andrew Foy;Renee Foy,You Broke Me First,39,128798,0.734,0.0423,-24.831,0.0583,0.916,0,0.108,0.14,123.905,4
Joshua Hyslop,Long Way Down,60,257972,0.711,0.231,-13.033,0.0346,0.832,0.00115,0.105,0.186,125.062,4
Parachute,She Is Love,60,146066,0.629,0.174,-9.697,0.141,0.616,0,0.118,0.305,134.295,1
Phillip LaRue,Marigold,53,172708,0.615,0.406,-12.619,0.0358,0.541,1.67E-05,0.0982,0.541,166.035,4
krissy & ericka,12:51,64,246280,0.503,0.357,-9.36,0.0272,0.727,0,0.128,0.438,136.135,4
Takehara Pistol,サンサーラ,34,331984,0.45,0.183,-9.003,0.0309,0.762,3.41E-06,0.11,0.219,61.192,4
Allman Brown;Liz Lawrence,Sons and Daughters,50,216052,0.525,0.461,-9.489,0.0878,0.775,2.14E-06,0.362,0.202,147.997,4
Ben Rector,Brand New,65,243933,0.555,0.934,-5.04,0.113,0.00268,0,0.122,0.422,144.874,4
The Weepies;Deb Talan;Steve Tannen,Gotta Have You,56,199786,0.678,0.363,-10.9,0.0318,0.872,0.000101,0.0798,0.543,75.004,5
Ben Rector,"30,000 Feet",57,256933,0.555,0.452,-9.636,0.0554,0.694,0,0.0595,0.321,179.921,4
Eddy Tyler,A Thousand Years,43,279916,0.586,0.396,-9.953,0.0319,0.896,0.543,0.0992,0.16,142.591,3
Ray LaMontagne,Jolene,64,250866,0.588,0.142,-15.196,0.0329,0.863,0.000162,0.0953,0.288,119.656,4
Eddie Vedder,No Ceiling,58,94053,0.724,0.652,-6.869,0.0247,0.46,0.000142,0.101,0.75,106.911,4
Joy Williams,Front Porch,64,231813,0.567,0.224,-10.024,0.0299,0.887,0,0.109,0.2,124.44,4
Days N Daze,Goodbye Lulu,35,150047,0.544,0.839,-8.991,0.0568,0.784,0,0.341,0.967,87.609,4
Ray LaMontagne,Three More Days,36,216773,0.555,0.68,-8.358,0.0323,0.126,0.000906,0.0506,0.903,84.518,4
Callum J Wright,Isn't She Lovely - Acoustic,54,145771,0.69,0.306,-9.193,0.0356,0.805,0,0.0968,0.424,115.671,4
Rachael Yamagata,We Could Still Be Happy,43,279260,0.513,0.317,-17.036,0.0363,0.365,0.003,0.118,0.177,84.853,4
John Adams,Fix You - Acoustic,49,162963,0.494,0.152,-9.843,0.0313,0.947,0,0.123,0.304,134.178,4
Lusaint,I'm Yours - Acoustic,55,166189,0.634,0.267,-7.396,0.044,0.841,0,0.11,0.391,143.514,4
Boyce Avenue;Sarah Hyland,Closer,54,244188,0.694,0.471,-8.62,0.0281,0.411,0,0.233,0.466,95.003,4
Mother's Daughter;Beck Pete,A Sky Full of Stars,55,165067,0.643,0.11,-14.28,0.0294,0.876,1.38E-05,0.112,0.152,101.995,4
Aron Wright,I Don't Believe in Satan,39,208571,0.422,0.41,-14.151,0.0467,0.00855,0,0.104,0.354,83.952,4
The Perishers,Pills,51,189240,0.543,0.288,-8.608,0.0258,0.667,0,0.113,0.293,95.435,4
Tyler Ward;Madysyn,Shallow - Acoustic,52,182553,0.332,0.282,-7.257,0.044,0.825,0,0.104,0.234,187.057,4
Jonah Baker,Watermelon Sugar - Acoustic,56,183093,0.43,0.121,-15.148,0.0404,0.908,0,0.161,0.461,91.211,4
Matt Johnson;Jaclyn Davies,Say You Won't Let Go - Acoustic,48,243724,0.432,0.197,-9.251,0.0414,0.87,0,0.11,0.348,163.985,4
Kitri,Hikare Inochi,41,322146,0.592,0.769,-5.268,0.0311,0.319,4.66E-06,0.137,0.385,102.033,4
Ben Woodward,Call You Mine (Acoustic Piano),40,209554,0.733,0.297,-14.452,0.0359,0.935,2.75E-06,0.108,0.766,103.953,4
Kina Grannis,For Now,57,198403,0.394,0.249,-10.484,0.0396,0.927,0,0.115,0.329,79.549,4
Greg Laswell,Sweet Dream,53,67746,0.41,0.234,-15.236,0.0421,0.798,0.00304,0.108,0.19,93.72,4
Andrew Foy,Love Nwantiti,30,129032,0.48,0.158,-15.239,0.0807,0.809,0.886,0.117,0.498,86.107,4
Ross Copperman,Stars Are on Your Side,49,218004,0.255,0.625,-8.31,0.0323,0.63,0.000211,0.0976,0.191,84.611,4
Jonah Baker;Sara Phillips,We Don't Talk Anymore / Cold (feat. Sara Phillips),26,222911,0.524,0.328,-10.001,0.0403,0.817,0,0.118,0.599,99.941,4
Joe Brooks,Superman,53,206693,0.464,0.653,-7.514,0.101,0.199,0,0.0979,0.416,162.196,4
Boyce Avenue,Chasing Cars,52,246979,0.659,0.331,-8.987,0.0321,0.809,0,0.0996,0.0877,105.01,4
Zack Tabudlo,Calm Me Down,51,282950,0.592,0.49,-8.508,0.0263,0.395,0,0.333,0.437,99.994,4
Masaharu Fukuyama,KISSして,35,222626,0.467,0.851,-4.203,0.0526,0.000353,0,0.33,0.644,93.873,4
Zack Tabudlo;James TW,Binibini (Last Day On Earth) (feat. James TW),54,219692,0.564,0.391,-7.655,0.0311,0.478,0,0.127,0.101,130.03,4
Ciaran Lavery,Left for America,50,170786,0.498,0.384,-10.752,0.0976,0.818,0.000937,0.13,0.25,79.856,4
John Frusciante,Ramparts,53,70133,0.386,0.428,-9.949,0.0295,0.951,0.882,0.162,0.73,172.311,4
Chord Overstreet,Hold On - Acoustic,48,200346,0.702,0.259,-9.73,0.0403,0.878,5.34E-06,0.108,0.246,120.102,4
The Civil Wars,Dust to Dust,49,229653,0.747,0.265,-14.141,0.0354,0.745,0.0169,0.11,0.2,138.017,4
Masaharu Fukuyama,Good night,35,354213,0.522,0.498,-7.247,0.0257,0.0758,1.51E-06,0.25,0.221,145.908,4
Zack Tabudlo,As You Are,60,183969,0.715,0.438,-6.147,0.0373,0.353,1.75E-06,0.108,0.447,81.07,4
Zack Tabudlo,Binibini,65,221538,0.642,0.374,-10.606,0.032,0.423,1.54E-06,0.435,0.0979,129.863,4
Sara Farell,It Aint Me,52,192545,0.354,0.415,-6.578,0.0289,0.797,0,0.107,0.421,175.537,4
A Great Big World,Say Something,57,233266,0.447,0.158,-7.571,0.036,0.872,1.58E-06,0.0816,0.142,140.942,3
Ingrid Michaelson;AJR,The Lotto,59,193695,0.687,0.748,-4.54,0.0785,0.24,0,0.373,0.872,88.944,4
Rodrigo y Gabriela,Tamacun,50,205800,0.588,0.914,-7.442,0.0341,0.832,0.856,0.103,0.971,128.553,4
Andrew Belle,Make It Without You,49,272612,0.456,0.205,-8.437,0.0313,0.92,0.00011,0.149,0.161,117.663,4
Priscilla Ahn,Dream,54,211240,0.512,0.248,-10.359,0.0275,0.75,2.96E-05,0.114,0.158,109.692,3
JJ Heller,"Big Love, Small Moments",52,204293,0.582,0.282,-9.229,0.0316,0.793,2.01E-06,0.0744,0.278,118.019,4
Priscilla Ahn,I Am Not Alone,46,252386,0.568,0.18,-11.707,0.0284,0.758,6.17E-05,0.111,0.228,112.033,4
Joshua Hyslop,Stand Your Ground,62,203253,0.71,0.271,-9.541,0.0283,0.658,4.59E-06,0.115,0.686,131.88,4
Front Porch Step,Perfect Man,32,291332,0.574,0.704,-4.65,0.0318,0.0931,0.000281,0.136,0.338,117.086,4
Takehara Pistol,あ。っという間はあるさ,33,172373,0.64,0.895,-3.068,0.0316,0.273,0,0.247,0.94,115.941,4
Eric Hutchinson,Tell The World,58,161328,0.669,0.854,-5.899,0.0431,0.0653,0,0.288,0.706,120.035,4
Brett Dennen,Ain't No Reason,57,220306,0.615,0.358,-9.694,0.0552,0.705,0,0.113,0.432,146.06,4
Rail Yard Ghosts,A Month from Now,34,192392,0.415,0.619,-7.624,0.123,0.946,2.75E-05,0.799,0.739,77.009,4
Five For Fighting,What If,55,207228,0.565,0.895,-5.354,0.04,0.194,0,0.101,0.592,149.919,4
The Bridge City Sinners,Pussy Cat,33,122874,0.586,0.702,-4.418,0.132,0.59,0,0.146,0.644,177.598,4
Frank Turner,Polaroid Picture,33,223015,0.564,0.604,-5.055,0.0549,0.0287,4.74E-06,0.108,0.341,113.091,4
Matt Costa,I Bet On Flying High,0,155000,0.543,0.359,-6.571,0.0302,0.651,0,0.0981,0.346,109.735,4
Matt Costa,I Bet On Flying High,0,155000,0.543,0.359,-6.571,0.0302,0.651,0,0.0981,0.346,109.735,4
Matt Costa,I Bet On Flying High,0,155000,0.543,0.359,-6.571,0.0302,0.651,0,0.0981,0.346,109.735,4
Jonah Baker,Mirrors - Acoustic,52,224170,0.638,0.287,-11.174,0.0412,0.81,0,0.0804,0.445,128.025,4
Aqualung;Kina Grannis,To the Wonder (feat. Kina Grannis),21,239004,0.515,0.46,-11.261,0.0436,0.891,0.14,0.0874,0.259,140.067,4
Jonah Baker,Stay - Acoustic,50,181311,0.622,0.221,-14.335,0.0583,0.901,0,0.107,0.297,131.827,4
Ichiko Aoba,太陽さん,55,144653,0.44,0.0353,-20.858,0.0522,0.99,0.00312,0.108,0.362,181.988,4
Kina Grannis,Oh What A Love,46,235135,0.457,0.064,-19.928,0.0339,0.941,0.108,0.107,0.0647,147.824,3
Meiko,Leave The Lights On,56,248360,0.649,0.821,-6.483,0.0313,0.0302,0.000141,0.0843,0.661,121.938,4
Erin McCarley,I Won't Let You Down,40,198344,0.495,0.329,-11.661,0.0386,0.652,7.61E-05,0.0606,0.0919,72.992,4
Jason Mraz,Look For The Good (Single Version),21,239697,0.71,0.615,-8.23,0.133,0.0384,0,0.283,0.746,90.263,4
Isabella Celander,Stargazing,55,186334,0.69,0.204,-12.427,0.0301,0.932,1.73E-06,0.119,0.525,139.587,4
Roses & Frey,Bad Liar,50,226877,0.596,0.195,-11.02,0.0264,0.926,0,0.139,0.176,82.114,4
Rachael Yamagata,Is It You,41,273260,0.66,0.743,-8.302,0.0506,0.0329,0.00136,0.098,0.445,130.025,4
Us The Duo,Slow Down Time,44,196920,0.733,0.657,-6.843,0.0272,0.013,6.73E-05,0.317,0.433,109.954,4
Amber Leigh Irish,2002 - Acoustic,57,145056,0.589,0.296,-9.335,0.083,0.842,0,0.0736,0.611,165.799,3
Jess Penner,Sweeter,33,196026,0.686,0.377,-9.59,0.0589,0.638,0,0.128,0.551,92.042,4
Daniel Robinson,Heat Waves - Acoustic,56,193027,0.659,0.338,-10.367,0.0376,0.842,0,0.277,0.495,145.877,4
Yosui Inoue;Tamio Okuda,アジアの純真,32,233280,0.732,0.83,-6.63,0.0309,0.201,3.04E-05,0.0802,0.871,111.664,4
Jonah Baker;Celine,If the World Was Ending - Acoustic,35,213091,0.522,0.202,-13.38,0.0861,0.918,0,0.185,0.457,147.992,4
Greg Laswell,Comes And Goes (In Waves),55,253546,0.565,0.698,-8.596,0.0295,0.54,0.0183,0.124,0.155,120.013,4
Masaharu Fukuyama,ながれ星,33,317400,0.474,0.408,-11.42,0.0332,0.603,2.77E-05,0.104,0.238,143.881,4
Blame Jones,Dusk Till Dawn - Acoustic,46,167616,0.543,0.244,-8.062,0.0511,0.864,0,0.112,0.29,126.341,3
Ben Woodward,Don't Wanna Leave You,38,211672,0.672,0.644,-9.063,0.236,0.795,0,0.146,0.549,148.135,4
Stephen Speaks,Passenger Seat,65,274245,0.515,0.769,-5.696,0.031,0.0456,0.00436,0.0961,0.644,153.046,4
Matt White,Love,60,170040,0.759,0.684,-5.751,0.0315,0.269,0,0.13,0.759,107.948,4
Boyce Avenue,Hallelujah,54,267765,0.62,0.21,-9.633,0.0274,0.911,2.22E-06,0.108,0.163,98.558,3
Madi Diaz,Ashes,37,250146,0.497,0.254,-11.716,0.0341,0.891,0.0441,0.122,0.0676,110.864,3
Masaharu Fukuyama,明日の☆SHOW,34,290480,0.644,0.603,-5.83,0.0263,0.306,0,0.262,0.516,113.413,4
Boyce Avenue,Love Me Like You Do,55,198218,0.45,0.254,-9.873,0.0414,0.827,0,0.204,0.248,92.644,4
Canyon City,Lost Sparks,51,225400,0.548,0.3,-12.71,0.0298,0.757,9.28E-06,0.0851,0.264,135.902,4
Tristan Prettyman,Who We Are,48,259877,0.521,0.507,-7.007,0.0319,0.0162,4.43E-05,0.148,0.153,108.168,4
Masaharu Fukuyama,Heart (Original Version),34,288426,0.587,0.842,-6.04,0.0268,0.278,0,0.163,0.693,97.013,4
JJ Heller,It'll Be Alright,51,219363,0.543,0.324,-11.258,0.0316,0.452,2.81E-05,0.412,0.181,139.883,4
Ingrid Michaelson,Everybody,54,208426,0.742,0.636,-6.744,0.0331,0.446,0,0.0817,0.48,95.002,4
Mark Oblea,Kabilugan Ng Buwan,32,283480,0.707,0.402,-9.773,0.0251,0.677,0,0.104,0.313,94.99,4
Ingrid Michaelson,Keep Breathing,54,205586,0.52,0.308,-11.996,0.0331,0.776,0.00285,0.115,0.187,125.93,3
Boyce Avenue;Kina Grannis,Fast Car,61,304293,0.392,0.251,-9.845,0.0363,0.807,0,0.0797,0.508,204.961,4
Boyce Avenue,Just the Way You Are,55,239573,0.531,0.296,-7.594,0.0304,0.84,0,0.124,0.212,106.359,4
Andrew Belle,The Ladder,55,227128,0.681,0.608,-8.369,0.0339,0.62,0.000425,0.136,0.315,123.991,4
Masaharu Fukuyama,HELLO (Original Version),34,243066,0.569,0.861,-4.547,0.0406,0.0425,0,0.204,0.511,77.983,4
Hanare Gumi,接吻,33,369200,0.707,0.296,-11.633,0.078,0.283,0,0.0601,0.65,88.006,4
Brett Dennen;Benedict Cumberbatch,Can't Keep It Inside,45,77093,0.519,0.0646,-18.898,0.0433,0.982,3.84E-06,0.105,0.395,121.696,4
Hanare Gumi,明日天気になれ,33,244840,0.608,0.705,-5.178,0.0253,0.078,8.36E-05,0.179,0.621,111.204,4
Masaharu Fukuyama,IT'S ONLY LOVE,34,275266,0.585,0.734,-5.365,0.032,0.0334,0,0.0934,0.413,117.84,4
Masaharu Fukuyama,それがすべてさ,34,330720,0.527,0.89,-5.651,0.0665,0.00433,0,0.118,0.425,102.644,4
A Great Big World,I Don't Wanna Love Somebody Else,49,163960,0.495,0.22,-11.16,0.0355,0.847,1.40E-06,0.0957,0.345,126.618,4
RENT STRIKE,Burn It All!,33,193874,0.628,0.424,-8.539,0.0416,0.395,4.28E-06,0.106,0.157,99.696,1
Brandi Carlile,Carried Me With You,62,213732,0.639,0.666,-7.775,0.0636,0.271,0,0.111,0.372,98.384,4
Mischief Brew,"O, Pennsyltucky!",33,227053,0.245,0.624,-5.606,0.0368,0.11,0,0.363,0.462,162.586,3
Frank Turner,"I Believed You, William Blake",31,215440,0.387,0.526,-7.611,0.0301,0.244,0.000386,0.105,0.334,130.719,4
Get Dead,Pepperspray,32,136543,0.539,0.675,-6.987,0.0709,0.188,0,0.198,0.719,142.041,4
Get Dead,Stickup,32,223707,0.487,0.837,-5.865,0.0623,0.0133,0,0.102,0.207,160.025,4
Grace George,Heaven - Acoustic,54,188181,0.529,0.24,-9.066,0.037,0.938,0,0.0659,0.487,131.266,4
Jack Savoretti,Soldier's Eyes,50,171760,0.666,0.289,-12.404,0.0317,0.641,8.20E-06,0.109,0.415,109.965,4
Ichiko Aoba,Asleep Among Endives,58,306243,0.451,0.0318,-19.933,0.0421,0.983,0.0532,0.0989,0.148,123.985,4
Thomas Daniel,Symphony - Acoustic,49,192389,0.359,0.208,-10.567,0.036,0.943,0,0.0931,0.105,83.155,3
Boyce Avenue;Fifth Harmony,When I Was Your Man,52,218472,0.403,0.237,-10.001,0.0391,0.906,0,0.111,0.163,144.174,4
Amber Leigh Irish,Save Your Tears - Acoustic,49,177818,0.693,0.111,-12.356,0.0379,0.937,1.47E-06,0.0858,0.247,110.813,4
Gen Hoshino,Koi,53,251266,0.598,0.819,-2.619,0.0911,0.00081,0,0.218,0.878,158.115,4
Richard Walters,July Bones,54,239400,0.596,0.27,-11.486,0.0265,0.785,0.134,0.0647,0.155,100.006,4
Kaiak;Viktoria Tolstoy,Autumn Breeze,50,241413,0.589,0.334,-10.08,0.029,0.832,0,0.133,0.208,80.036,4
Boyce Avenue,Save Your Tears,57,216800,0.735,0.275,-8.994,0.0304,0.746,0,0.131,0.294,116.004,4
Bailey Rushlow,You're Still The One - Acoustic,53,161306,0.605,0.168,-11.388,0.0496,0.887,0,0.12,0.398,119.836,4
Kina Grannis,Somebody Loved,57,153105,0.612,0.107,-15.867,0.0302,0.936,0,0.109,0.637,78.393,4
Boyce Avenue,Rise,49,202167,0.568,0.177,-11.277,0.0374,0.93,0,0.0905,0.354,103.822,4
John Adams,Bohemian Rhapsody - Acoustic,52,173426,0.451,0.0665,-13.862,0.0516,0.967,1.06E-06,0.109,0.349,64.289,4
Amber Leigh Irish,As It Was - Acoustic,51,144644,0.595,0.0477,-14.672,0.0662,0.923,0,0.0909,0.513,118.162,3
Canyon City,Wish List,46,212760,0.307,0.11,-15.253,0.0388,0.733,6.04E-06,0.111,0.32,201.008,3
Chord Overstreet,Beautiful Disaster,41,241758,0.3,0.27,-14.397,0.0371,0.9,4.47E-05,0.1,0.214,144.589,4
Wayne Mack,Fake a smile,57,169600,0.731,0.191,-11.359,0.122,0.735,0.671,0.131,0.274,149.91,4
Aimyon,Marigold,50,306626,0.545,0.745,-3.098,0.0286,0.0452,0,0.0907,0.413,106.094,4
Sungha Jung,River Flows In You,42,214466,0.356,0.23,-16.957,0.0519,0.923,0.801,0.112,0.11,129.532,4
Tamio Okuda,Kill Me Pretty,47,160466,0.432,0.796,-7.262,0.0606,0.000153,0.00209,0.266,0.271,141.868,4
Us The Duo,No Matter Where You Are,55,178826,0.693,0.664,-5.852,0.0336,0.0309,0,0.223,0.436,132.059,4
